movie,sentence,score,label
아델라인 : 멈춰진 시간,기대않고봤는데 재밌다. 여러가지를 생각하게하는..,10,1
더 배트맨,dc의 시대가 오고있다,10,1
뜨거운 피,재밌게 보고 왔다 책도 읽어볼 예정,8,1
낙원의 밤,아쉬움이 남네요..영화제목이 너무 안타깝네요...부드러운 제목으로 했으면 훨 씬 돋보였을텐데 제목이 너무 무거웠습니다.제목때문에 흥행을 놓친듯...두주인공의 케미도 좋았고 태구의 주연가능성을(영화를 끌고가는힘) 보여준 영화인듯...늦었지만 추천제목으로는 &amp;#34;무&amp;#34;  &amp;#34;연&amp;#34;느와르가 내용이 없는 감정 소모적인걸로 유명한데 이 영화는 영화의 모든 내용이 예측 가능한 상태에서도 나름 주인공의 느와르적 감정이 아닌 사람냄새나는 감정을 추구 할려고 노력한것이 엿보였습니다.신의 한수로 느낌을 받은장면은 두 주인 공의 정사씬이 이루어지지 않았다는게 싸구려 영화가 아닌 중급 정도의 수준의 영화라하겠습니다.아뭏뜬 잘 봤습니다.,8,1
뜨거운 피,연기외에 볼게없다… 코로나 시작하고 몇년만에 본 영화였는데 스토리 개연성 너무 아쉽,1,0
블루 마이 마인드,학생이 인어가 된 건 생소하고 색다르고 재밌었는데인어가 왜 됬는지에 대한 힌트가 없네요..너무 변화에만 집중한 거 같아요,4,0
도어맨,제대로 액션 딱 보여주고 끝내는 액션몰빵형 장르영화,7,0
안테벨룸,추천하지는 않습니다. 보시려면 아무 기대 없이 보세요.,2,0
스펜서,시각적으로 즐거운 평타이상 영화,7,0
알렉산더,위대한 정복자.. 알렉산더의 일대기.. 스케일도 크고 재밌었다..!,10,1
더 보이,범상치 않은 인형... 그리고 반전.. 끝까지 몰입해서 봤다.. 굿..!,9,1
뜨거운 피,재밌네요!  어떤놈이 살아남는건지~  정확시 얘기하고 있네요!,10,1
더 배트맨,ㅇㅇ,9,1
뜨거운 피,최근 나온 한국영화중 오랜만에 가장 재밌게 본 영화,10,1
리디밍 러브,"살아있다면 누구나 한번쯤 꿈꿔본 사랑이 아닐까?ㅠ나도 저런 사랑해보고싶다,,",10,1
이상한 나라의 수학자,최민식님 연기는 뭐 믿고 보는 ㅎㅎ지루함 없이 시간 가는줄 모르고 봤어요한가지 조금 아쉬운건 기승전결이 너무 한국식으로 뻔해서 ...,8,1
리디밍 러브,나 인간 수도꼭지 툭 치면 눈물 흘리는 사람 당연히 울었음 여분 마스크 필수 ,10,1
뜨거운 피,뻔한 스토리를 너무 길게 풀어낸 뻔한무비평점 7.3정도가 맞을듯 아~~~짱구야~~ㅜㅜ,4,0
리디밍 러브,사랑이 무엇인지 깨닫게 하는 영화였습니다,10,1
위크엔드 어웨이,반전을 좋아한다면 ??????,8,1
킹 리차드,아따 그아버지 참 극성스럽고 특이하게 성깔있네. 그래도 딸들의 성공을 위해 몸바치는 부성애가 참 부러웠어요.스포츠영화다 보니 탕탕 테니스공 튕기는 사운드가 다채로워요. 그럼에도 후반에 조금 졸다 깨다 했다는 건 비밀. ,7,0
애덤 프로젝트,완전 재미있어요 꼭 보세요,10,1
경관의 피,솔직히 경관의 피~경관의 조건으로 이어지는 소설이 정말 재미있어서 영화의 재미가 좀 반감되는 면이 있긴한데.. 나름 한국식으로 잘 꾸며서 볼만했다.,8,1
고양이들의 아파트,제 고향에 돌아갈수잇던 좋은 시간이었습니다.,10,1
더 배트맨,짱짱,10,1
스파이더맨: 노 웨이 홈,첨부터도 그랬지만 어른말 안듣다 진정한 발암케릭터로 거듭난 스파이더맨,6,0
프라미싱 영 우먼,아무생각없이 본 영화인데 너무 먹먹하네요. 이세상에서 아무도 모르게 희생된 많은 그녀들을 기리며. 모두가 이 영화를 보게되길 희망합니다.,10,1
강남 1970,음냐...이게 잼있다는 사람들은 대체...완전 남성영화. 폭력적 선정적...보고남 남는게 없는 영화ㅡㅡ,4,0
뜨거운 피,연기는 좋으나 억지 구성... 뻔한 스토리 이런 류의 영화는 이제 좀 그만 만들자 시간 아까움,1,0
뜨거운 피,상영후 35분만에 그냥 나왔다 오늘 보다말고 연기력 있는 배우들을 우물로 숨겨버리는 연출력 감독은 뭘 표현할려고 한건가?? 정우야 다시는 액션조폭영화 하지마라 너와는 어울리지 않는다 돈이 아깝다 그리고 부산사투리 번역기 돌려라 무슨말인지 도무지 모르겠다 옹앙옹알 사투리 야  내 영화보다가 35분만에  나온건 첨이다 이영화  젬있다는 사람들 거짓말하면  벌받는다,2,0
뜨거운 피,배우들 연기는 나쁘지 않지만 대사 알아듣기가 힘들다 식상하고 재미없는 영화였다,4,0
아저씨,넘 일찍 개봉했어 몇년만 늦게 나왔으면 천만 시리즈 유행? 했던 년도에 개봉했으면 천만 그냥 넘었다,10,1
뜨거운 피,나쁘지 않음. 킬링타임용 느와르,6,0
섹스 스캔들,절제하지 못하는 탐욕의 끝은 아름다울 수 없다는 것을 잘 보여준 영화 ,10,1
축복의 집,"영화 시작하고 대략 25분까지 그 어떤 단서도 주지 않는다.한국 저예산 독립영화에서 느껴지는 문법은 총동원한 느낌. 좀 더 솔직히 말하자면 처음부터 영화를 위한 것이 아닌 영화제를 타깃으로 만든 작품같다는. 씨네21 떠버리버러지 박평시기랑 용처리는 오늘도 어김없는... 알아듣기 너무나도 거북스럽고 오글거리는 글을 찌꺼려놓았구나. 가난은 죄가 아니다. 그러나 분명한건 부자들도 죄는 없다. 추신 : 싫어요 박는 놈들은 이 작품의 가족, 깔따구, 불륜관계 그 밖에 제작진과 친인척들이라거 잊지말자~!",5,0
라라랜드,이건 로맨스 영화가 아니라 인생 영화입니다,10,1
마이너리티 리포트,어쩔수 없는 논리의 구멍이 계속 신경쓰인다.,7,0
뜨거운 피,연기는 훌륭했지만 전형적인 깡패나오는 한국 느와르.. 착실히 살지도 않고 사람들 때리고 죽이고 감옥 왔다갔다 하는 인성모자란 깡패놈들의 이야기,6,0
뜨거운 피,정우 연기 좋더라 ..강추한다,10,1
은교,"특히나, 예술을 하는 사람들은 뮤즈를 만난다는게 일생에 있어서 특별한 경험이다. 너무 늦게 만나지 않기를... 소녀에서 여자로 변태되어 가는 과정에 내가 겪는 회춘, 회생, 다시 태어남. ",10,1
스펜서,다이애나의 감정선을 따라가면서 나도 덩달아 불안해지고 괴로웠지만 그래도 눈은 즐거웠다,7,0
사랑이 무서워,솔직히 이만한 코미디영화가 있었나 한국에??,10,1
이상한 나라의 수학자,빠르면 내년부터 진도 다 나간 수학시간에 틀어줄 영화,6,0
에펠,너무 좋았어요 에펠탑 만드는 과정과 안타까운러브스토리...잘 만든 영화네요 ,10,1
블랙라이트,공감안가는 스토리. 공감안가는 액션. 공감안가는 전개. 리암니슨 아니었으면 벌써 1점짜리 영화. 유일한 미녀조차 도입부에만 잠깐 나오고.,4,0
뜨거운 피,정우의 건달 영화! 조연들 연기까지 정말 재밌게 봤습니다.강추!,10,1
뜨거운 피,재미없다 지루하다.... 잠온다,2,0
블랙 크랩,코로나걸려..집에서.. 억지로 끝까지 강제로 봄,2,0
뜨거운 피,부산갈매기 노래가 그지역 사람들을 웅장하게 해주는 영화!!,10,1
문폴,"광명롯시] 롤랜드 감독의 2012를 워낙 재밌게 봐서 기대감이 컸는데 그 정도는 아니지만, 충분히 재밌었다. 거대 파도가 덮치는 장면은 언제나 스펙터클하다. 스토리 개연성도 SF 장르라는 거 고려하면 거부감이 없었다. 롤랜드 독의 다음 작품이 기대된다.",8,1
스크림,마스크 쓰고 있을때가 좋았다.,7,0
더 배트맨,"파이트 클럽, 세븐이 떠로으는 배트맨.",10,1
행복 목욕탕,엄마가 보살이네 아이 참 잘  키웠다...은근 따뜻한 가족영화.,8,1
리틀 포레스트,담백하지만 맛깔난 영화. ,10,1
미션 임파서블: 로그네이션,역시 믿고보는 미션임파서블입니당,10,1
어거스트 버진,영화는 무엇보다 에바 스스로를 포함한 인물들과의 대화에 주목한다. 타인과 관계를 맺고 그들의 가치관을 경청하며 내면의 소리도 외면하지 않는 사려 깊은 에바의 모습을 시간을 들여 보여준다.?,8,1
해적: 도깨비 깃발,기대한것보다는 별로였습니다.,10,1
해적: 도깨비 깃발,한효주와 채수빈만 봤다.,4,0
안테벨룸,다시한번 생각하게 되는 영화 입니다. 사람마다 다르지만 저는 추천합니다.,10,1
블랙 크랩,아.. 이보다 재미와 감동을 주는 영화는 코딩 배우는 우리 초등학생도 만들 수 있을 거 같습니다.,1,0
더 배트맨,복수는 아무것도 될 수 없다,7,0
침입자,반전은 반전이다 김무열이 미친건가 송지효가 뭔가 있는건가 했는데 싸이비라니,4,0
더 배트맨,평식이는 동전던지기 안나와서 7점 줬나보네,7,0
언힌지드,개연성이 너무 없어서 영화가 3류급임,2,0
뜨거운 피,"야미 죽음부터 소설과 다르게 결말을 진행한 게 아쉽다. 희수의 의리, 내적 갈등 멍텅구리 배의 장면, 용강과의 싸움 등 진정한 위기에서 차가운피만 남는 장면을 보고 싶었다. 그러나 영화 자체는 나쁘지 않았음",8,1
파프리카,딱 15분 봤는데 더러워서 못보겠다,1,0
"협녀, 칼의 기억",싸구려 영화...돈이 아깝다...일제시대 감성으로 만들었냐?...이러니 누가보냐?...논리가 없고 억지 감정이나 쳐 넣으니 쓰레기 영화가 되었지...속죄가 자식에게 부모를 죽이게 시키는 것이라니 막장도 악랄한 막장이다...작가나 감독은 영구 퇴출시켜라...자기의 속죄가 남의 죽음보다 앞서는 완전 이기주의자들...시청하고 기분 더럽다....쓰레기 영화 영구 삭제해라,2,0
뜨거운 피,간만에 영화 다운 영화 봤습니다,10,1
문폴,중국이 관련된건 그냥 앞으로 안볼란다. 뭐냐 이게 ,4,0
삼국지 - 용의 부활,&amp;lt;삼국지&amp;gt;보단... &amp;lt;조자룡&amp;gt;임...;;;,7,0
돈 킬 미,끝까지 본 내가 레전드,3,0
뜨거운 피,최악의 영화.살다살다 이리 재미없는 영화 처음 봄...평점은 알바생이 쓴듯.넷플이 왜 선택 안 했는지 알겠음 ,1,0
집으로...,정말 재밌고 감동적인 스토리. ,10,1
욕망의 대지,폐인 연기 장인 샤를리즈 테론배우들 연기력 여주들 미모 연출력 다 지렸음  ,10,1
뜨거운 피,일반 조폭 영화인줄 알고 킬링 타임용으로 보러갔다가 엄청 몰입해서 봤네요. 사투리가 좀 어려웠지만 소설이 원작이라고 하니까 책 구매해서 읽어보고 다시 한번 보러갈 생각입니다. 추천 추천,10,1
블랙 크랩,여자 주인공이 발암물질 같은영화 내용의 개연성도 떨어지고 모성애라 하기에는 너무 이기적인 말도 안되는명화,2,0
뜨거운 피,나만죽을수 없다 꼭보세요재미없어서 죽으니까,1,0
어드리프트:우리가 함께한 바다,남자는 처음부터 죽은거구 환각이였네 ㅜ,10,1
뜨거운 피,정우 배우가 현 시점 가장 연기 잘하는 배우라고 생각함진짜 자연스러우면서 몰입감있게 하는듯영화도 재밌음,10,1
블랙 크랩,진부의 끝에 끝. 감동도 볼거리도 스토리도 없다.,2,0
스파이더맨: 노 웨이 홈,"중2정도가 웃을만한 개그에, 세계관 최강자급 닥스를 따돌리고 돌발행동을 하고.. 스파이더맨은 감독 제발 바꿨으면 좋겠다.",6,0
콰이어트 플레이스 2,1편도 재미있었는데 2편은 더재밌고 감동도 있는거같아요  시간금방갑니다,10,1
케이크메이커,누구였는지는 중요치않다 ,9,1
뜨거운 피," 곽경택 감독의 &amp;#34;친구&amp;#34;가 얼마나 명작인가 느낄 수 있다.영화속 출연 배우들의 캐릭터가 한결 같은 조폭 영화는 처음이다.극적 긴장감,반전,추리적 요소가 없다.원작 소설을 능가하는 영화는 찾아 보기 힘들다.",4,0
나이트메어 앨리,충격적인 엔딩이라고 해서 기대했는데 그냥 예상했던대로 흘러간다.,7,0
스플릿,재밌습니다 한번 보십시요,10,1
킹 리차드,불가능을 가능하게 이루어낸 가족들,6,0
극장판 귀멸의 칼날: 무한열차편,정말...말할 필요도 없는...애니계 최고의 명작,10,1
모럴센스,별도 아깝 이딴게있너싶음,1,0
이상한 나라의 수학자,정말 최선의 노력을 다해서 꾹꾹 참고 앉아서 보다가 시계를 봤는데 아직 한시간이나 남았길래 과감히 일어났습니다. 끝까지 자리를 지키신 분들의 인내심 앞에서 저라는 사람이 한없이 나약하고 초라하고 우주에 한 먼지에 지나지않음을 깨달았습니다. 제 자신을 돌이켜보고 반성하고 깨달음을 얻어갈 수 있었습니다. 참회의 영화였습니다. 감사합니다. 별점 5점 드립니다.,10,1
안테벨룸,"신선한 충격이었어요. 정보 없이, 기대 없이, 무(無)의 상태에서 보시는 걸 추천드려요.",8,1
이상한 나라의 수학자,배우 최민식의 출연작중 [꽃피는 봄이 오면] 다음으로 감동적이고 재밌는 영화 입니다!!,9,1
본 아이덴티티,스토리랑 연기가 미쳤는데 막타로 브금이 개미침 ,10,1
마리오 보타 : 영혼을 위한 건축,"다시보고픈 명작, 3년전에 보고  감동 받았는데  다시 보기 하려다 평점 남기고 갑니다. 리움  강남 교보  남양주 성당   의 건축가 보타  ~^^",10,1
살인의 추억,10번봐도 재미 있는 최고의 영화 ,10,1
롤플레이2 : 동침,미스터리 영화라고 보기엔 뭔가 부족함. ,7,0
뜨거운 피,좋은 배우들을 가지고 이정도 퀄리티밖에 못 냈다는 것은 좀 아쉬움 배우들의 연기는 일품이고 캐릭터를 조금 더 매력있게 설정 했다면 좋았을 거 같음 B급 영화 느낌임 용강이와 도다리의 빌런 전개를 기대했지만 없었고 그럴거면 뭐하러 앞부분에서 용강이를 그런 캐릭터로 부각 시켰나 아쉬움도 많은 듯.. 배우들의 연기력 하나로 봤던 영화 정우는 천생 배우.. 정우 연기력하나로 볼만한 영화 참고로 안 들리는 대사도 많음사투리+씹히는 발음이 많음 참고하고 그러려니 보면 스토리 이해엔 지장 없을 듯 ,8,1
이상한 나라의 수학자,짱~짱~~~~짱~~~,10,1
이상한 나라의 수학자,진짜 눈물 많이 흘리고 감동적인 영화! 수학 1도 몰라도 몰입 하면서 봄~^^,10,1
뜨거운 피,배우들의 감정선이 그대로 전달 되어서 전율이 돋았다. ,10,1
그 남자는 타이타닉을 보고 싶지 않았다,아이디어와 페르소나가 9할,6,0
문폴,예고편에 속지마십시오.,1,0
언차티드,"액션만, 개연성부족한 스토리",7,0
이상한 나라의 수학자,수포자도 힘낼게요. 공식이 있잖아요.,8,1
흥부: 글로 세상을 바꾼 자,스토리 연출 탄탄함..걍 막 찍은거 아님..,8,1
스플릿,스토리도 너무 진부하고 재미도 없고 연기도 그닥.... 이게 왜 평점이 이리 높은지 전혀 이해불가..,1,0
뜨거운 피,정우를 비롯한 연기파 배우들 멋진 느와르 영화 잘 봤습니다♡,10,1
뜨거운 피,배우들 연기가 참 좋네요~~!!예고편을 보고 기대치가 높았는데정말 잘 봤습니다~!!,10,1
1987,40?50대 머리깨진 운동 너무 좋아요 ,10,1
뜨거운 피,강릉보다 더 느와르적이고 긴장감이 있습니다 강추합니다 마스크 착용 잘하시고 영화관에서 보시길 바랍니다 역시 iptv로 보는거랑 영화관에서 보는거랑 천지 차이네용!~,9,1
이상한 나라의 수학자,요즘 고3 입시의 현실상을 보는듯하여..씁슬,10,1
어바웃 타임,한번씩 다시 꺼내보는 영화 인생이란 메세지를 던지는 영화 볼때마다 다르다 이번에는 주인공이 아닌 아버지의 관점에서 보니 또 다른영화가 됬다. 다음에 꺼내 볼때는 어떤 영화가 될지 기대가 된다,10,1
뜨거운 피,"배우들 연기력이 좋아서 몰입도 장난 아니에요.. 정우, 최무성 배우는 말할 것도 없고 아미역 맡으신 분 눈빛 미쳤습니다 ㅠㅠ 간만에 제대로 된 느와르 보고 왔네요",10,1
미션 이스탄불,적당히 베끼고 섞은 영화,3,0
이상한 나라의 수학자,연기는 좋은데 ㅜㅜ 아쉬워요,4,0
뜨거운 피,이런 찐 느와르 진짜 오랜만이다..! 정우 연기력 미쳤네. 최무성 택이아부지도 진심 다른 사람인줄...이번에 연기로 완전 찢어따 간만에 극장에서 볼만함,10,1
극장판 금빛 모자이크: 땡큐!!,이런 개그물 좋아하는 편이지만 극장판으로 나왔어야 됐나 싶습니다.,5,0
걸캅스,말도 안되는 개그로 점철된 허접한 영화,1,0
뜨거운 피,개봉첫날보고옮후반부에서부터 소설의 내용과 차이가있으나 오히려 더맘에 들었습니다. ,10,1
그랜 토리노,아주좋은작품. 아주재밌는작품. 울림이큰작품. 클린트이스트우드아니면못만들작품.,9,1
뜨거운 피,부산 깡패 느와르하면 생각나는 모든 것이 다 쓰까져있다,5,0
스펜서,영상미가 너무 좋다 크리스틴 스튜어트의 섬세한 감정 연기도 너무 좋았다 다이애나의 행복을 빌고 싶지만 끝을 알고 있어서 더 슬프다,9,1
스펜서,그녀 위에 눌러 내려 앉은 무게가 온전히 느껴진다,7,0
메리 미,뻔하긴 해도 편하게 볼 수 있는 영화. OST 진짜 좋음,6,0
히치콕 트뤼포,서스펜스 정의를 히치곡을 통해 알게 되다,5,0
이상한 나라의 수학자,수학 망해라 수학 망해라,1,0
맨 인 더 다크 2 ,에혀  말만 시력장애지아무리 영화라지만 ,1,0
파워 오브 도그,너무 재밋게봣어요,9,1
벨파스트,"코로나 이전의 일상이 그리운 요즘,그보다 더 이전 시절의 가족에 대한 그리움",8,1
뜨거운 피,뜨겁지만 너무 탁한 피...,10,1
뜨거운 피,정말 다들 연기의 신입니다!!!,10,1
뜨거운 피,개인적으로 정말 재미있게봤습니다.연기도 장난아니고 분위기도 장난아니고 재미있습니다!소설이 원작이라고해서 책 구했습니다. 한번 보고싶어서.,10,1
퍼펙트 게임,눈물없이는볼수없는영화야구를 몰라도 술프고 감동적...ㅜ,10,1
국가부도의 날,사실을 너무 왜곡한듯..,2,0
뜨거운 피,와 이거다... 드디어 나온 찐 느와르 맛집!!! 짐종국 유튜브 보고 봤는데 넘 재밌었어요 엉엉ㅠ 퇴근하고 보고 나오면 딱입니다ㅠ 강력 추천,10,1
공동경비구역 JSA,너무재밌는데 너무슬퍼서 다시볼자신이없다,10,1
뜨거운 피,느와르 좋아하는데 기대 이상이었어요전 흥미진진하게 봤습니다,10,1
태극기 휘날리며,전쟁영화중단연최고다,10,1
신비한 동물사전,극장가서 잘 보고 왔어요,10,1
드라이브 마이 카,솔직히 두 주인공의 감정이입이 안되다보니 아무느낌 없습니다,5,0
킹 리차드,말과 행동(실천)의 일체를 보여주는 멋진 스포츠 드라마. 윌 스미스의 계획 아래 정확하게 서브한다.,7,0
뜨거운 피,사투리 못알아듣겠네요,7,0
뜨거운 피,원작소설의 배경이 90년대 부산 변두리 건달들 이야긴데 그럼 부산말로 하지. 관객들 잘 들리게 서울말로 하냐..편집은 좀 아쉬웠지만 영화보면서 소설의 향취가 느껴졌어요.,10,1
벨파스트,정겨운 사람과 따뜻한 공간을 떠나온 지금도 가슴 속에 추억한다.,7,0
블랙 스완,질투는 가장 가깝고도 가장 먼 미래의 나를 만드는 힘이다.,10,1
태극기 휘날리며,처음으로 리뷰 작성해봅니다.이 영화를 10년전 초등학생때 보고 20대가 되어서 처음으로 보는데 감회가 새롭습니다.제가 지금까지 본 영화 중에선 단연 최고의 영화네요 ㅠ ,10,1
코다,"사람마다 취향이 다르고, 장르도 조금 다르겠지만, 개인적으로는 영화 &amp;#39;인턴&amp;#39;에 이어 두번째 인생영화 였습니다. 농인의 입장이 된 순간 소름과 슬픔 먹먹함이 동시에 밀려들었네요. 영화 평점 진짜 남기지 않는 편이지만 정말 너무 좋은 영화입니다.최고입니다.  적극 추천 합니다.",10,1
더 배트맨,마블 코믹스 영화 생각하시면 호쾌하지 않다고 느낄수 있습니다. 근데 진짜 다크히어로의 탄생이라고 생각하시면 재밌어요~,10,1
에펠,에펠탑에 관련된 뒷이야기를 알았네요ㅎㅎ재있어요^^,10,1
문폴,꼭 한번 보시길바랍니다!!!,10,1
뜨거운 피,꼭 보세요정우 배우님 연기력에 감탄 또 감탄 합니다.먼가 절제된 연기과하지 않은 연기겉멋든 깡패 느와르 영화가 아닌절제된 오바하지 않은 그런 영화전 갈등하는 인물 희수의 모습사랑 우정 욕심 꼭 보세요,10,1
스펜서,크리스틴 스튜어트 그 자체가 다이애나 스펜서로 느껴질 정도의 연기력,10,1
안테벨룸,아무 정보 없이 보는 게 가장 중요할 듯 싶다,6,0
피그,니콜라스 케이지의 진정성 있는 연기가 너무 좋습니다,8,1
불한당: 나쁜 놈들의 세상,그냥 너무 재밌고 연기도 다 잘하고 설경구랑 임시완 둘이 케미가 아주 좋다.. 그냥 겁나 재밌게 봄..,10,1
메가마인드,거꾸로 악당이 오래산다면? ㅋㅋㅋ,8,1
나나,intp 나나 와 enfp 나나 ,10,1
뜨거운 피,무슨말을 하는지 대사 전달이 어려웠고 그시절 88라이트가 엄청 땡기더라 영화는 재밌었고,7,0
이상한 나라의 수학자,오랜만에 여자친구와 10대시절로 돌아간 것 같은 느낌을 받을수 있는 영화였어요ㅎㅎ동심으로 돌아갈 수 있었던 아주 뜻깊은 감동적인 영화였습니다!,10,1
내 이름은 칸,인종차별보다 대통령 만나기,6,0
에펠,실화라니 더매력적이네요,10,1
1987,멸공이라는 단어를 악으로 만든 영화.전형적인 한국식 정치영화,1,0
스파이더맨: 노 웨이 홈,기나긴 서사를 잘 마무리한 작품같음. 그리고 새롭게 시작한다는 예고를 보여줘서앞으로 후속작도 기대됨,8,1
히트맨,아무 기대없이 봤는데 몇부분 진짜 배꼽빠지게 웃겼네여 ㅎㅎ 기대치에 비해 잼있어서 좋았네여,9,1
뜨거운 피,가슴이 뜨거워 졌습니다. 영화 끝나고 나오면서 어깨 힘 좀 빡! 들어갔습니다. 지금은 다시 빠졌고요,10,1
조선미녀삼총사,이영화를 극장에서 봤으면 억울해서 극장에서 죽었을꺼 같다 최악의 영화다,1,0
뜨거운 피,한국영화도 자막 달아야 됨,2,0
문폴,오랜만에 영화중간에 아니 초반에 나와버렸네요시간아깝습니다~,2,0
장르만 로맨스,ㅎㅎ 리뷰 처음 써봄.. 너무 웃기고 잼미나네요.. 감독 조은지보고 더 놀랬네요.    ㅎㅎ 추천해주고 싶은 영화예요. 생각 없이 봤다가 계속 웃고 힐링했어요.    남편이랑 또 같이 볼 생각입니다 ㅎㅎ 마지막 노래도 찰떡이네요. 노래듣고 한번더 웃고 영화 끝냈어요,10,1
빅버그,웃겼어요ㅋㅋㅋ 기술이 발달한 듯 안 발달한 듯한 미래의 모습ㅎㅎ 굳이 굳이 사람형 로보트가 복잡한 기계를 사용해서 계란을 삶습니다.,10,1
블랙라이트,액션과 스릴러 사이에서 방황하는 이도저도 아닌 연출,2,0
먼 훗날 우리,볼까 말까 망설이다 봤는데 정말 후회없었던 2시간 이었다,10,1
뱅드림! 팝핀' 드림!,오프닝 영상이 굉장하다.스토리는 별 기대를 안하고 봤고라이브씬도 나름 좋다.,10,1
해적: 도깨비 깃발,"영화 참..미스캐스팅의 전설이 될 듯.한효주 ...중딩연극반인가? 연기도 최악, 발음도 발성도 어색한 표정연기.ㄴㄴ",1,0
극장판 금빛 모자이크: 땡큐!!,이런맛에 보는거지머,6,0
오션스8,"오션스 시리즈 특유의 주도면일한 계획과 각 분야 프로들의 팀 웍, 그리고 마지막 반전을 충실히 구현해낸 재밌는 작품이었다. 멋진 언니 옆의 멋진 언니들을 실컷 볼 수 있는 영화. 케이트 블란쳇이 오토바이 타는걸 본 것 만으로도 시간과 돈이 아깝지 않다!",8,1
뜨거운 피,진정 왕이 될 사람은 누구인가!!! 간만에 쫄깃한 영화 보고 옴 ,10,1
바람의 전설,다시봐도 감동적 이런게 진짜 영화임,10,1
뜨거운 피,초반지루함이 후반부 갈수록 해소되는데 재미있게 봤습니다. 배우들 연기가 너무 좋네요.. ,10,1
뜨거운 피,스토리도 뻔하고 그저 그런데 정우 사투리 연기력이 그래도 볼만함,7,0
뜨거운 피,정우 연기는 진짜 일품이네요..,7,0
하트 인 아틀란티스,배가 뽈록 나온 귀여운 아이를 연기한 anton yelchin... 영원한 별이 되다,6,0
뜨거운 피,시간 가는줄 모르고 봤습니다. 재밌어요.,10,1
뜨거운 피,정우 연기 정말 감탄나오고 스토리좋고 영상미 좋고.,10,1
이상한 나라의 수학자,최신작중 최고감동 연기 스토리빠지는거없고  잔잔한 교훈까지,10,1
친구2,와 결말이 ...이게뭐다냐....너무 판을 크게짜서  ...게다가 김우빈 불량 학생이 왠 갑자기 조폭이랴 ㅋㅋ 연출 작가 싹다 문제 유오성 조차 어정쩡한케릭터  어휴 보지 않길 추천합니다...,2,0
뜨거운 피,간만에 볼만한 한국영화 나왔네요,10,1
이니셜 D - 극장판,일본인을 연기하는 중국영화라니 이건 귀하네요.,5,0
뜨거운 피,최고 너무 재밌게 봤습니다 특히 정우역시….,10,1
뜨거운 피,정우 너무 멋진 배우네요~영화도 볼만합니다. 강추!!,9,1
뜨거운 피,피가 뜨거워지는 영화입니다. 정우님 느와르 연기도 잘 어울리시네요! ,10,1
뜨거운 피,생각보다 괜찮았지만 관계들이 얽히고 설켜서 좀 이해하는데 애를 먹었습니다,9,1
뜨거운 피,정우와 주연배우 연기 쩐다,9,1
프리 가이,최고다 .. 완전 재밌어!!! 이제보다니..,10,1
뜨거운 피,최고였습니다. 정우 배우의 연기 덕분에 매료되었던 시간이었습니다. ,10,1
뜨거운 피,정우의 연기 짱이에요~~^^ 최고입니다,10,1
뜨거운 피,정우 마 와이래멋있노 다시봤다 ,10,1
해적: 도깨비 깃발,진짜 개나소나 영화감독하는가보네나도감독이나해볼까,1,0
히트맨,개노잼이네. 시간 버리지 마세요,1,0
더 배트맨,재미있네용,8,1
뜨거운 피,간만에 재밌게 본 영화입니다!,10,1
이상한 나라의 수학자,오랜만에 본영화였는데 기분이 좋아지는 영화였습니다 너무 재미있어요!!!,10,1
더 배트맨,영화 긴거 빼고는 연출 연기 다 괜찮았다 ,7,0
뜨거운 피,갓정우 느와르 ... 진짜 연기 너무 잘해요 울때 입술 파르르 떨리는데 안아주고싶었음 ㅜㅜㅜㅜ ,10,1
레벤느망,"낙태는 결국 여성이 책임져야 하는, 타인에 대해 결정될 수 없음을 명확하게 설명한다.",8,1
반도,부산행의 반도 못감 그래서 반도임,2,0
뜨거운 피,일단 에스페로 나오는 순간 ㅋㅋ 옛날생각이 짠하게 났습니다 그리고 스토리가 좋아요 스토리가 좋다보니 배우들 연기도 아주좋았습니다 정말 오랜만에 극장을 찾았는데 아마 듄이후로 처음인것같아요 아무튼 극장에서 볼맛 나는 영화입니다 ,10,1
시간을 달리는 소녀,잊혀지지 않은 어느 여름 날의 기억,10,1
뜨거운 피,영화의 흐름에 초점을 주기보다는 배우들의 연기가 독보이는 영화였음.,10,1
문폴,..^^..할말이..,1,0
뜨거운 피,"오랜만에 보는 배우정우의연기는 뜨겁다정우팬은 아니였지만 기대이상이였다알파치노 하비에르바르뎀 눈빛을보았다특유의날것같은연기는 답답한 팬데믹시대에 가슴뛰게 만든다개인적인,  생각이지만 정우는 앞으로 대한민국영화계에 절대적인존재가될것같다",9,1
스펜서,"화려한 불안에서 초라한 행복으로, 다이애나에서 스펜서로 가는 그녀의 여정을 따라가다.",7,0
리디밍 러브,영화 잘봤습니다 영화 잘봤습니다 ,7,0
뜨거운 피,잼나네요 직입니다 추천합니다~~,10,1
냉정과 열정 사이,모든 출연진들의 연기가 아쉽고 스토리 또한 공감이 안된다.,6,0
뜨거운 피,와 연기가 연기가 장난아님~~~,10,1
와일드 리벤지: 마지막 한 놈까지,포스터만 그럴싸한 3류 영화,1,0
뜨거운 피,이런 영화를 왜 만드는지.. 별로,2,0
