movie,sentence,score,label
뜨거운 피,0점이 없어서 1점 줍니다. 감독의 자질이 의심되는 영화로써 심히 한심한 작품,1,0
스펜서,며느리를 잘못 들였어.,2,0
해바라기,주기적으로 한번씩봐줘야되,10,1
뜨거운 피,경관의 피에 이어서 뜨거운피 ㅋㅋㅋ,7,0
킹 리차드,성공한 자에 무조건 찬사를 퍼붓는 헐리웃 클리셰에 불과. 생뚱맞게 마이클 잭슨 아빠 생각나.,4,0
더 배트맨,요즘 OTT제작물이 많아져 드라마 룩을 많이 보다오랜만에 정말 섹시한 영화를 보고 나니 눈이 정화된 느낌이다.촬영적으로 너무 뛰어난 영상미 잘 봤습니다,10,1
뱅드림! 팝핀' 드림!,포피파에는 &amp;lt;낭만&amp;gt;이 있다....,10,1
뱅드림! 로젤리아 에피소드 Ⅱ : 송 아이 엠,"1편은 우당탕탕 밴드 결성 이야기였다면, 2편은 더욱 성숙해진 멤버들이 앞으로 어떻게 나아갈 것인지를 말하는 이야기. 연출적으로는 1편보다 덜 유치하고, 조명을 활용하려고 노력한 편. 스토리 호흡 역시 1편보다 더 빠른 편이다. 3d애니메이션 부분은 전편과 비슷한 것 같은데 인물들 후면이 비추어질 때마다 약간의 괴리감이 있다. 그래도 충분히 좋다고 생각할 만한 수준.",10,1
뜨거운 피,정말 생각보다 스토리도있고 최근 이상한영화들 사이에서 정말 재밌게봣습니다 꼭 보세요,10,1
뜨거운 피,"이런게 평점 알바인가봐요..ㅠ 연기는 좋은데 연출이 너무 루즈해요. 영화보는 내내 담배피고, 사람 죽는 거밖에 생각 안남.",1,0
뜨거운 피,연기가   기대안하고 봤는데 넘 재미있었음,10,1
5학년 3반 청개구리들,재미있게 봤고 주인공 갈등하는 장면이 어릴때 내모습 보는거 같아서 많은 공감이감,9,1
렛 힘 고,잔잔하면서도 쫄깃하가까지~현실감이 살아있는 영화~,8,1
학교 시즌3,스타들 등용문 같은 드라마,7,0
뜨거운 피,정우와 부산의 만남은 언제나 옳다,7,0
이상한 나라의 수학자,고3딸과 같이 봤는데 너무 좋았네요.,10,1
선생 김봉두,힘들때 항상보는영화..가슴 사무치게 여운과 그림움으로 가득채우는 영화입니다.어린시절 시골초딩때가 그립습니다..ㅡㅡ;;;,10,1
이상한 나라의 수학자,무슨 개연성이지 영화가...,1,0
뜨거운 피,정우연기 장난아닙니다 소설을 짧은시간안에 연출하려하니 살짝 아쉬운부분도 있었지만 결말까지 완벽한영화였다고 생각합니다!,10,1
깡패와 소녀,창식은 삐적말랐는데 소희는 탱글탱글하네.  소희는 다이어트해야겠다.,5,0
킹덤 오브 헤븐,기대하고 봤는데 잘 모르겠다. 평점 높은 이유를 ,5,0
뜨거운 피,펜션이 뭐하는데예요? 고기구워 먹는데라는데~~ㅋㅋ,5,0
스펜서,다이애나가 왜 영국왕실을 나올수 밖에 없었는지 알수 밖에 없게 만든 영화 ..,8,1
벨파스트,"안녕, 사랑하는 나의 벨파스트. 슬프고 다정한 작별 인사",10,1
뜨거운 피,"경남 출신이라 왠만한 사투리는 다 알아 듣는데도 그냥 영화 자체가 재미없음.. 해당배우들 연기도 과거에 흔히 보던 그것이고, 쓸데없이 주변인물이 많아서 사투리 잘 못알아 들으면 누가 누구고 무슨 일이 있는건지 잘 모를것임.. 정녕 신세계와 같은 느와르의 명작은 다시 없을것인가..",1,0
쓰리데이즈 투 킬,캐빈과 앰버의 케미미~ 자전거 액션씬은 최고!!,9,1
레벤느망,Keep your politics off my body,9,1
임신한 나무와 도깨비,아슬아슬한 경계의 접점에서 실로 독창적인 진혼곡.,7,0
이상한 나라의 수학자,예고가 다였던 것 같다. 기대를 안했으면 좀더 재밌었을지도. 흥미로운 주제였는데 지루한 부분이 꽤 많았다.,6,0
시라노,화면 때깔은 좋았다.,7,0
벨파스트,종교분쟁속의 불안과 끔찍함은 어린 소년의 시선을 따라가기 때문에 그다지 힘들지 않은 옛추억정도로 보이지만 그 당시를 살던 사람들의 혐오는 끔찍했을... 과거 나의 유년시절을 떠올리게 하는 장치가 다수.,8,1
뜨거운 피,처음에는 이건 머지 하면서 보았는데 영화가 진행하면서 연기력이 와따 ~ 장난아닙니다 스토리는 좀 애매하고 내용도 먼 반전은 크게 없어도 몰입감은 좋고 영화 속 가족 관계 이런건 인상적이였어요 영화관에서 보면 재미있어요 ,10,1
뜨거운 피,"하정우는 응팔 이미지 강해서 느와르 영화 몰입이 부족하다. 최민식, 하정우, 류오성 등 나와야 그래도 감기는 맛이 있는데.ㅎ조연으로 김종구선생님 연기는 아주 탁월하다.",8,1
스파이더맨: 노 웨이 홈,"시간은 길어도 액션 장면과 대화가 다 연결 돼어 있고 감동, 액션, 연출, ost에 감동받음 않좋은점 이 있다면..주인공이 너무 답답함",10,1
러브 액츄얼리,연말이라면 뻔하디 뻔해도 이런 영화는 봐줘야지,7,0
시카리오: 나이트 오브 이스케이프,이거 제목 사기 같은데. 영문 제목을 보니 시카리오 시리즈와 전혀 무관. ,1,0
뜨거운 피,몰입도가 상당히 높고 건달영화의 새로운 패러다임을 본것 같네요 ㅎ 넘 잼났습니다~~,10,1
우리는 형제입니다,생각없이 스벅에 앉아서 보다가 혼자 폭풍오열했다 웃었다 울었다 사라들이 나 또라이로 봤겠지 ㅠㅠ 강추~^^;;; 스토리 좋아요^^ ,10,1
타이타닉,배위에서 로미오와 줄리엣,10,1
이상한 나라의 수학자,수학만큼 재미없어요..,4,0
뜨거운 피,"정우는 천상배우.다.희수같은 사람이 어딘가엔 정말 살고 있을것 같다. 그만큼 배우정우가 연기를 잘했다. 제대로된 누아르 라고 생각한다. 배우들의 감정이 다 살아있다. 보통의 관객들은 평론가들처럼 많은 지식이 없다. 그저, 보이는대로 느끼고 들리는대로 듣고 마음에 새길 뿐이다. 600페이지의 소설을 짧은시간안에 다 담아낸것 치고는 너무 잘만들었다. 기대 이상이다. ",10,1
뜨거운 피,연출 연기력 모두 good!!!,10,1
위플래쉬,주인공은 드럼을 치고 스승은 주인공을 치는 영화,10,1
뜨거운 피,"하이고, 나이 육십에 감독 입봉해서. 이렇게 쉰내 나는 구닥다리 영화보여준다고? 코로나에 상영하기 딱 좋은 영화다. 시간 아까웠어. 잘가!",1,0
더 배트맨,조금 다소 루즈하다는 것과 어둡다는것만 빼면 볼 만 했던 영화.,7,0
드라이브 마이 카,연극속 영화를 본것 같은 느낌..빨간차를 운전하며 누군가와 이야기를 하고 싶다..40분만에 오프닝 크레딧..^&amp;^,8,1
그녀,이제 곧 현실이 될 것 같은 AI 로맨스,6,0
뜨거운 피,노잼.. 할배들액션..흔한스토리..,2,0
스펜서,너무 서사가 짧았습니다,6,0
뜨거운 피,좋은 배우들 데려다가 3류도 아닌 영화를 만들었다는데 놀랐음. 스토리 전개도 복잡하고 캐릭터들도 임팩트가 없고 엉망임. 영화 끝나고 나오는데 이걸 왜 봤나하는 자괴감이 들 정도임. ,4,0
문폴,마지막으로 갈수록 흥미진진 중국색이 짓고 어이없는 죽음이있지만 재난영화 CG 흥미진진하고 클라이막스로 갈수록 좋았음!! 호불호가 있겠지만 상당히 잘만든 영화입니다 별점테러주시는분 어이가없내,8,1
뷰티풀 마인드,당신이 듣고 보고 있는 모든  것들은 과연 실존하는 것이 맞는가?,10,1
뜨거운 피,정우를 포함한 출연배우들의 연기는 좋았습니다. 이야기와 분위기가 너무 올드한 것이 단점입니다,7,0
뜨거운 피,연기 굿,9,1
나의 촛불,느그들의 촛불이 밝힌 세상엔..1만이 넘는 역병 사망자.혀를 내두를 경제파탄.그리고 뚱땡이 국모님의 명품뿐이로다.,2,0
다크맨,90년엔 모르겠으나 지금보기에는 무리가 있다/,5,0
자마,식민주의의 욕구와 욕망의 몰락.최대한 표현을 자제하며 아름다운 풍광에 피빛으로 물들인다.,7,0
스틸워터,"조용히 강하게 주인공의 행동과 감정, 상황을 변주한다.데이먼은 다작에 비해 항상 새롭고 안정적이다.",7,0
우상, 스토리든 연출이든 잔인하다 싶으면 악평을 내리는게 우리나라 사람들 수준입니다  한국에 이정도 수작은  나오기 힘들고  어렵다는 사람들이 많은데  이정도가 어려우면  그냥 한국 코미디 영화나 쳐보세요 친절하고  촌스러운 영화보다 불친절하고 세련된 영화가  더 수준급입니다 그런거 찾아보고 생각해보는것도  영화의 재미인데 도통 우리나라 인간들은 머리 쓸 생각을 1도 안해요 제말이 무슨뜻인지 이해가 된다면 꼭 보세요 스레기 평점때문에 놓치기 아까운 영화입니딘,10,1
더 배트맨,그래 이게 진짜 배트맨이지!!! 현재 2회차 관람 완료! 3시간 순삭!,10,1
듄,자원과 종교 갈등.지구의 가장 깊은 골을 펼친 스페이스 오페라 클래식.최고의 테크니션에 의해 고집스런 발걸음을 내딛다.,8,1
루키스,사상 최악의 영화 중국 수준을 고대로 반영,1,0
아네트,20대에 새로운 프랑스 영화를 파도치게 했던 연출가는 60이 되어 이 세상에 없던 뮤지컬을 내놓는다.기괴하고도 아름다운 아네트의 목소리는 그들의 미친 심연을 노래한다.,7,0
빌리 홀리데이,음악에 방점을 둔 여성 가수의 전기 영화가 아니다.이 세상 어디에서도 볼수 없는 찌질함을 갖춘 정부.,7,0
호수의 이방인,가장 깊은 욕망의 늪을 헤메이는 썸남의 군상들.섬뜩한 외로움이 사랑의 외침으로 돌아오다.,8,1
더 배트맨,무겁다 어둡다 느리다,9,1
마이너리티 리포트,답답하고 멍청한 존 와이프,2,0
굿 보스,세상의 장의와 공정은 외치지만자신 안의 정의와 균형은 개나 줘버리는 자본사회의 본질.,7,0
나일 강의 죽음,셰익스피어 전문이었던 브레너.디즈니와 마블을 거치며 영상미만 남고 크리스티에게 무너지다.,5,0
친구2,친구2는 하지 말껄 괜히 했어요,2,0
킹메이커,소재와 인물 선정은 좋으나그 어려운 캐릭터를 연출로도 연기로도 그려내지 못하다.곶감단지 발음이 그렇게 어렵나,6,0
어나더 라운드,젊음을 지나쳐버린 애주가들에게 바치는 응원과 경고.중년남 선생의 술주정이 키르케고르의 희망의 실존주의와 어우러지고…미켈슨의 댄스로 마무리. 크 취한다.,9,1
원 세컨드,듄을 배경으로한 시내마천국의 정서가…1초와 1프레임의 소중함이 존재하나 거장의 무게감은 사라진지 오래.,6,0
스펜서,진 세버그를 먼저 봐서 그런지 크리스틴 스튜어트의 연기가 단조롭다는 느낌을 받았다. 좀 더 몰입했으면..진 세버그가 스펜서가 되려고 애쓰는 것 같았음. 그리고 솔직히 다이애나비 다큐가 더 재밌음. 왕실에서 억압 받는 사람의 상황과 감정선에 대한 설득력이 없음,4,0
나의 촛불,ㅋㅋㅋ 선동 당해서 거리로 나간것들이 지들이 주체적으로 끌어내렸다 착각하네,1,0
화양연화,아프고 고통스러웠던 순간이 가장 그립고 아름다웠던 순간으로 변하는 과정,10,1
차이나타운,뭘 전달하고싶은지는 알겠으나 큰 감동으론 못 다가온 전체적으로 아쉬운 영화..,6,0
모가디슈,흠 8점대 영화라...,5,0
시간 여행자의 아내,과거 미래 넘나드는 시간여행자가 도서관에서 첫 만남 때 클레어를 왜 못 알아봤는지 아직도 이해가 안 감,8,1
갓 오브 이집트,완전 초강추 영화~ 스케일 대박에 영상 연출 스토리 뭐하나 안 빠지는 영화네요. 꼭 보세요!,10,1
킹메이커,영화는 흥미로운데.. 민주당에게서 투자금 받아 만든영화인가요? 조작과 선동을 교묘히 섞는게 영화내내 나오고 있는데. 이 영화 자체가가 조작인듯한 아이러니가 참 웃기네요. 동서 갈라치기 한건. 저시대때의 김대중이 호남유세에서 처음 꺼낸 카드죠. 그전엔 영호남 표가 분산되는일 없었고 오히려 위아래로 나뉘었다고 알고 있는데요. 이영화를 보며 또 새로운 새대는 박정희 정권에서 동서를 갈랏다고 생각하겠죠.. 굳이 왜 그러겠습니까. 지지층이 절실한건 김대중과 민주당인데.. 씁쓸하네요..,6,0
뜨거운 피,오 별기대 없이 보러 갔다가 완전 좋았네요지승현씨 연기가 완전 반전 매력이네요 간만에 시간 가는 줄 모르고 본 영화입니다 ㅎㅎ,10,1
뜨거운 피,감동도없고 액션도 없고 내용도없고 하....최악이네 있는데로 짜집기해놧네 ,2,0
에펠,반전에 영화에펠이 아닌 프랑스의 역사를 알게된듯배우들  연기력도 대단하네요,10,1
어린 의뢰인,너무 화가나서 눈물을 멈출수가 없었다이런 사례가 많을거다 많은 관심이 필요하다.일어나지말아야할 일들..가슴 아프다.,10,1
해적: 도깨비 깃발,초등6학년 딸이 재미있다고 해서...아직 영화를 안본 초등2학년 막내딸에게 토렌트로 다운 받아 보여주고 싶네요.,2,0
나의 촛불,영화라고도 할 수 없는 좌파 쓰레기물 결론은 재앙이와 좌파들의 기획탄핵,1,0
언포기버블,그냥 가슴 아파 모든게....,10,1
리디밍 러브,여주인공 너무 이쁩니다.,9,1
인질,총을 안(못)쏘는 경찰,4,0
담보,이렇게 눈물 쏙 빼놓기 있기없기,10,1
남산의 부장들,너무 잘 봤어요 실화 바탕이라 아는 이야기인데도 정말 긴장하면서 봤어요!! 진짜 너무 재밌어요!! ,10,1
레전드,톰하디의 미친 연기력과 탄탄한 스토리 때문에 시간 가는 줄 모르고 보았다. 처음에는 웃으면서 보다가 후반부로 갈수록 생각을 하게 되는 요소들이 있어서 진지하게 감정이입하면서 보게 되었다. 아무튼 강추 ! ,10,1
메기,"다 좋은데, 왜 사람들은 물리적 폭력에 집착할까 ? 영화에서 의심하며 자전거를 던지는 폭력을 행사하고 집에서 쫓아내는 갑질에 정서적 폭력을 먼저 행사한 건 여주 인데 왜 남주가 응징당하는 느낌일까요? 사람 때린적 있어? 가 아니라 여자 때린적 있어 ? 여전히 편가르기식 인권운동, 약자가 아니라 여성에 대한~  성별을 떠나서 개인적으로는 물리적 폭력보다 더 무서운게 세치 혀 라고 생각하는 1인..연출은 좋았으나, 메세지가 아리송하네요.",9,1
효자,너무 재미있게 잘 봤습니다~~,10,1
뷰티풀 데이 인 더 네이버후드,위대한배우 톰 행크스.비슷한 사연이 있는 나는 내내 울었다.하루에 1분씩만 나를 사랑해주는 사란들 이름을떠올리자..타고나는게 아니라 선택하는 거죠마음이 아프면 얘기를 해요~나는 화났어 나는 슬퍼 나는 아파 어른이 되도 잘못하는 말들.연습하고 연습해야 하는 것들 .훌륭한사람들미국의 김영만아저씨 오은영 박사님치유받는영화 ,10,1
스플릿,별 기대 안하고 봤는데 진짜 재밌어요,10,1
극장판 짱구는 못말려: 격돌! 낙서왕국과 얼추 네 명의 용사들,짱구 극장판은 항상 어른들에게 가르침을 주는듯현대사회와 어른들의 이기심에 대한 비판을 잘 그려냈다고 생각함 ,10,1
먼 훗날 우리,"너와 함께한 시간 모든 것이 행복했어. 결국 우리의 사랑은 영원하진 못했지만, 그렇기에 더 그립고 소중해진 것 같다. 평생 잊지 못할거야. 고마웠어. 나의 20대는 너에게 벗어나지 못할 것 같다. 너도 언젠가 이 영화를 본다면 나를 떠올려주길..",8,1
뜨거운 피,김갑수 부산사투리 이제 익힐때좀 안됐나? 잊을만하면 나와서 부산사투리 쓰는데 연기자가 공부안하나? 사투리 잘쓰는 배우들 틈바구니서 공부좀고 연기하지 선배가 돼서 쯧,2,0
뜨거운 피,연기력이 미쳤어요. 부산 사투리 때문에 좀 알아듣기 힘들긴 했어요. 그래도 배우들 연기는 최고네요.,8,1
엑스 마키나,이제서야 평점 달지만 에이바가 저렇게 세상으로 나가도 생존은 불가능할거 같다.  그러기엔 너무 약해,5,0
해적: 도깨비 깃발,해적 1을너무잼있게본사람으로써  진짜 2를기대도많이하고 계속기다렸어요너무재미없어서 살다살다 첨  감상평남겨봅니다내용도없고 웃음도없고 감동도없고  여주연기톤이너무튀네요  집중도안됨...배우들 얼굴만 보실분들 보심될듯...감상포인트가없는데 ;;안누르니등록도 안되고 하... ,2,0
더 리더: 책 읽어주는 남자,남자주인공의 순애보 ..아역남주 웃을때 매력 터짐,10,1
공동경비구역 JSA,다시봐도또봐도역시~~~,10,1
벌새,하..시발 죤나 울었네..ㅜㅜ,10,1
문폴,칭타오.하울빈.고양이꼬치,1,0
타이타닉,관객수 42만 ㄷㄷ 적자봤을듯ㅠㅠ,10,1
성난황소,나온지 4년만에 보는데 재밌네요ㅋㅋ,10,1
섹스 스캔들,"허세와 허영심 가득한 명품치장이 가득한 사진, 매일 화려한 호텔에서 사진이나 찍으며 SNS에 자랑하며 쉽게 쉽게 돈버는 그녀들은 그걸 알까? 이들의 겉만 화려하고 번지르르 한 삶의 한 구석에는 늘 공허한 삶 그리고 그 끝은 시궁창의 삶보다 끔찍하는것을.. ",8,1
극장판 짱구는 못말려: 격돌! 낙서왕국과 얼추 네 명의 용사들,그려그려 그려그려 그려 그려 그려그려그려~~,10,1
블루 라군 2,이런걸 예산 들여서 왜 찍었는지 모르겠음,1,0
블랙 크랩,아니 다른 거 다 떠나서 뭔 상황인지 설명은 좀 해줘야지;; ,1,0
블레스 더 차일드,킴 베이싱어 ...   으 흠..,10,1
허트 로커,단순한 영웅담이 아니다. 전쟁의 긴장감에 중독돼 무모한 행동을 서슴없이 하고 위험한 상황으로 계속해서 발길을 돌리는 주인공을 통해 기존과는 다른 유형의 ptsd를 관객들에게 보여준다. 비극적인 점은 스스로 죽음을 재촉하는 이런 이들에게 군문은 언제든지 활짝 열려있다는 것이다. 폭발물을 873번이나 해체한 우수한 군인이라는 대령의 칭찬이 비극을 더 잔혹하게 만든다 ,10,1
뜨거운 피,15세 일때부터 알아보다,2,0
블랙 크랩,내시간 돌려놔라 이딴게 왜 1위냐..아 개빡치네 진짜 최악이었다,1,0
패딩턴,샐리홉킨스의 멀쩡한 모습이 낯설다.베얼 이 아니고 베 라고 발음 하는것이 낯설다.생각보다 더 아동용이고 기대보다는 재미있다.,7,0
더 배트맨,"한번 더 보러 갈거다. 배트맨 등장씬, 배트모빌 등장씬은 ㄹㅇ 지려버렸다",10,1
결혼 이야기,마지막에 울었다. 울컥 터졌다.극강의 다큐와 극강의 드라마를 동시에 넣다니. 놀라운 작품이다.,10,1
봄날은 간다,이루어질수 없는 남녀의 감정선을 정말 아름답게 그린 한국 영화의 수작입니다.,10,1
블라인드 멜로디,스릴있고 긴장감있게 흘러가다가 점점 코미디가 되는.. 개인적으로 후반부는 좀 아쉽지만 그래도 초중반까지는 10점 신선했음,8,1
더 배트맨,아주 잘 잤습니다. 이 영화는 절대 롯데시네마 리클라이너관에서 보지마세요 거의 영화가 기억이 나질 않습니다..,6,0
셔터 아일랜드,개봉 당시 이미 진부한 소재가 되어버린 소재를 재탕하는 영화였는데... 계속해서 지루함을 안겨줬네요.,4,0
빅 피쉬,그는 사후에도 이야기로 남아 불멸이 되었다.이야기꾼들이 거짓말 쟁이가 되는 세상이 싫다.침묵을 강요하고 사실만 얘기 하라고 협박하는이 무거운 시대도 싫다.나는 늘 목이 마르다..눈물을 많이 흘리기 때문이다.감동의 눈물을 많이 흘리는 사람이 되어에드워드 같은 사람이 되고싶다.빅피쉬 좋았다.좋은시간이었다.팀버튼의 백화영화이완맥그리거에서 양조위를 느껴진다.,10,1
벨파스트,시간이 지나도 그곳의 기억과 감정은 영원히,9,1
히트맨,재밌어요..웃음코드가 맞아서 정말 즐겁게 봤어요,10,1
성월동화,너무너무 보고싶어요..,10,1
우리는 이별에 서툴러서,VOD로보고 리뷰씀. 헬로하와유 마지막에 &amp;#39;무지개가 떴으면 좋겠다&amp;#39; 너무 예쁜대사.. 인상적,10,1
터미널,이걸왜 이제서야 봤는지 모르겠지만 더 어린나이에 봤다면 지금보다 덜 감동적일꺼같다는 생각이 든다 많은 생각에 잠기는 시간이다,10,1
킹 리차드,꽤 긴 편에 속하는 러닝타임으로 늘어지는 느낌을 받기도했지만 마지막 엔딩 연출이 매우 좋았다,7,0
관상,오랜만에 생각나 다시 보니진짜 빠져서 2시간 훌쩍 지나가버렸다.진짜 잘만든 영화,10,1
셔터 아일랜드,제 생각은 조금 다릅니다. 디카프리오는 정신병자가 아니고 고도의 작전에 세뇌 당한 거라고 생각이 드네요 그 당시에는 충분히 정신적인 핑계로 트라우마 있는 아픈 사람도 병원에 그리고 나올 수 없는 감옥에 가뒀을 거라는 가정도 충분히 가능하다고 생각합니다. 세상은 생각보다 무섭고 타락했으니깐요 스콜세지 감독이 그냥 이런 영화 만든 것 같지는 않아 보여요 마지막 대사나 여러 가지는 미국 사회나 더 높은 단체에 반발이 있을 수 있기 때문에 감독이 일부러 그런 결말을 내고 진실은 디카프리오는 정신병자가 아니고 세뇌당해서 결국 정신병자로 변해버리게 된 것 같다는 생각이 드네요진짜 전하고자 하는 메시지가 뭔지는 감독만이 알겠지만 한번 감독 만나서 꼭 물어보고 싶기는 하네요 세상이 무서운 걸 다시 한번 느끼게 되네요 확실한 건 열린 결말은 아니고 감독이 중요한 메시지를 관객들한테 중간에 던지고 상영을 위해서 양보했다는 생각이 드네요 정답은 없겠지만 적어도 제가 느끼기에는 그렇네요 여러모로 결말과 해석은 느끼기 나름이겠지만 보기 드문 명작인 건 확실합니다.,10,1
극장판 소드 아트 온라인 -프로그레시브- 별 없는 밤의 아리아,10년동안 빠짐없이 다봄ㅜㅜ,10,1
하늘의 푸르름을 아는 사람이여,가슴이 뻥뚫리는 연출과 믿고듣는 아이묭노래,10,1
악인전,재밌음재민ㅅ음재밌음,10,1
이상한 나라의 수학자,확실히 초중반의 알듯말듯한 분위기에 비하면 후반 전개는 이미 여러 번 봐온 느낌?,6,0
레이니 데이 인 뉴욕,티모시는 얼굴에 음악이있다. 영화 너무 좋았는데 평점이 왜이러죠.. 장르 잘못 고르신듯해요,9,1
극장판 주술회전 0,재밌음,9,1
내 머리 속의 지우개,"영화를 보고 바로 리뷰를 찾아보고 안 쓸 수가 없었어요연출, 연기, 스토리 뭐 하나 빠지는 거 없이 완벽한 영화에요두 배우의 세심한 연기가 연기가 아닌 현실이라고 생각이 들 정도로 빠져서 봤어요왜 이제 봤나 싶을 정도로 너무 잘 본 영화고, 한 번씩 생각나서 다시 볼 영화에요오랜만에 너무 인상깊게 본 영화네요",10,1
변신,닁기미 ㅆ1벌 시간이 아깝노,1,0
장르만 로맨스,오랜만에 괜찮은 코미디 영화 한편 봤네요~,10,1
신비한 동물사전,박수 칠 때 안 떠나면 추하게 사라질 뿐!!!,1,0
랑종,별로 개연성도 없고 답답함,1,0
디 아워스,이 영화를 이해하고 싶지 않다,10,1
듄,영화관에서 보고 유튜브로 바로 영구 소장용 구매. 모든 부분이 아름답고 웅장하다. ,10,1
인민을 위해 복무하라,원작의 주제의식을 살리기는커녕 다 보고 나니 그저 웃기다는 인상만 남았지만 그 와중에 연우진이 연기를 그냥 잘한 게 아니라 열심히 했다는 게 느껴졌다.,2,0
히든 페이스,할매가 나빴어. 시험에 들게 한 악마같아. 남편 못지 않은...사랑했던 남편 물건도 놔두고 이상해.,10,1
문폴,윤도리 같은 양아치가 당선 되더니 이런 역대급 재난이...!!!,1,0
듄,9점대가 됐으면 좋겠다,10,1
더 배트맨,ndnenfjfijendnkjwj,4,0
대니쉬 걸,에디레드매인 연기 너무 잘하고… 그냥 가슴이 먹먹해지는 영화였습니다. 중후반부는 릴리 그 자체였음 솔직히 오스카 줄만했는데 너무 아쉬움… ㅠ,10,1
문폴,nsnsndjciindneiajsn,4,0
스펜서,주인공 연기가 인상적..!!,8,1
리디밍 러브,.,5,0
블랙 크랩,킬링 영화 딱임 영상미 개안네,10,1
백두산,리준평 동지~ 고맙습네다!,10,1
뜨거운 피,의리와 가족애가 섞인 잔혹한 혈투,7,0
식스 센스,반전이라는 수식어로 인해 감상에 방해가 되는 영화,8,1
이상한 나라의 수학자,틀린문제에 문제가 틀렷다고 말할수 있는 그런 아이들이 나올수 있는 그런 나라가 되길 ,10,1
나비 효과,나의 후회는 과거로 몇 번을 돌아간다하더라도 전부 사라지지 않을 것이다,8,1
토이 스토리 3,최애 애니~ 말로 표현하기 힘드네요ㅠㅠ,10,1
원 세컨드,영화라는 매체가 아름다운 이유,6,0
악인전,배우들의 연기만으로도 볼 만한 영화임 ,10,1
노트북,론이 불쌍한데..? 흠,7,0
뜨거운 피,그럭저럭 뻔한 건달영화,6,0
뜨거운 피,"오랜만에 진짜 제대로 된 누아르 영화를 본 기분! 정우 배우님이 이렇게 멋진 배우였구나 다시 한번 느끼게 된 영화. 하나 단점이라면 아빠가 경상도분인데도 불구하고 대사가 잘 안들리고 무슨말인지 알 수가 없어서 제대로 들으려고 집중하다가 영화를 놓치는 기분이었어요… 안그러는데 이것만 유독 그런 느낌? 정우 배우의 &amp;lt;바람&amp;gt;에서는 명대사가 쏙쏙 들어왔었는데… &amp;lt;이구역의 미친x&amp;gt;도, &amp;lt;뜨거운 피&amp;gt;도, 매번 좋은 작품, 정우 배우의 앞날을 기대합니다!",8,1
번지 점프를 하다,이은주...너무 아름답고 그립다,10,1
화양연화,인생의 가장 아름다웠던 때,8,1
애덤 프로젝트,나 왜 울었냐 뭉클함 죤나 심심풀이로 틀었다가 개존잼이여서 놀람,10,1
특송,카체이싱과 송새벽연기가 볼만,7,0
이터널스,이토록 잔잔하고 지루한 마블영화라니!,6,0
뜨거운 피,미적지근한 피… 조폭영화 이제그만하자.,4,0
파워 오브 도그,베네딕트 컴버배치가 보여주는 서부스릴러,8,1
연평해전,이 영화는 해전씬만으로 큰 가치를 지녔다고 본다. 멸공.,10,1
인민을 위해 복무하라,전 재맜었어요.  코믹한요소도 있구연우진 배우님. 연기짱^^,10,1
미드소마,크리티안 음료수만 색이달라.... 겁나 신경쓰임,8,1
뜨거운 피,건달얘기 지겹긴한데 연기로 다 커버치네요,8,1
화려한 휴가,비약이심하네 하아 참나,1,0
미드소마,음 이게 도대체 뭐지??,6,0
뜨거운 피,내용이 많이 생략된듯한 이해하기 힘든 스토리전개,1,0
아수라,알고보니까 재밌네 안남시...,8,1
인천상륙작전,개봉때 못보고 최근에 봤는데 재밌음 진짜 잘 만든 한국전쟁영화,10,1
아수라,이 조합으로 이런 영화가 나오다니..배우들 연기는 잘 했다만 내용이 개연성도 없고 뭐 마지막은 뭐 더 할 말이 없네ㅋ,4,0
예언자,야무진영화.,9,1
뜨거운 피,시간너무아깝네요ㄴㅋ,2,0
애덤 프로젝트,영화관에서 봤어도 괜찮았을 영화,9,1
스파이더맨: 노 웨이 홈,"추억을 선물받은 기분이랄까??스파이더맨 1,2,3주인공 늙은거보면서 아 나도 나이를 먹었구나ㅠㅠ오랜만에 스킵없이 본 영화네요",10,1
뉴 뮤턴트,점퍼 이후에 주인공이 죽었으면 하는 영화는 오랜만이네.. pc요소가 몰입도 방해함,4,0
마션,초등학생 때 애들끼리 재밌게 봤던 추억의 영화,9,1
엽기적인 그녀,이 영화는 당시에도 유치하다고 생각했다. 그냥 이때 전지현이 너무 이뻤고 차태현과 이 둘의 인기로 흥행했다. 전지현을 위한 전지현에 의한 영화였다. 모든 남자들의 이상형이 전지현이던 그 시절.. ,2,0
355,중국 등장전까진 좋았는데..거기서 부터 스토리 진행에 문제발생~스파이 영화들 시대에 맞게 스토리도 맞춰서 나오는데 이건 요즘시대와 동떨어져서리 이질감 쩌는 아주큰 문제가 생김..!!,5,0
아수라,성남시장 리얼다큐라고 해서 봤는데너무 잔인하다,4,0
아수라,난 재밌는데 아수라아수라,10,1
아수라,본인이 금방 OCN에서 &amp;#34;모 대통령 후보&amp;#34; 다큐 보고 왔으면 개추ㅋㅋㅋㅋ,10,1
스파이더맨: 노 웨이 홈,"리니지m nc소프트야 보고있나 리메이크,재탕하려면 유저들 돈만 빨생각하지말고 이정도 감동,향수는 느낄수있게 만들어라 ",10,1
뜨거운 피,중간정도의 영화급임 점수도 중간 점수임,8,1
아수라,"하 연변족 버리지들 다 조쟈 버랴야지.,",10,1
